Account Number,Account Name,sku,category,quantity,unit price,ext price,date
622744,Nader Group,GS-95639,Socks,18,42.62,767.16,2014-02-09T05:08:54.000000
105125,Becker LLC,FT-50146,Sweater,2,77.35,154.7,2014-06-07T09:34:41.000000
361615,"Kreiger, Satterfield and Mertz",RU-25060,Sweater,10,92.49,924.9,2013-10-17T23:14:46.000000
910373,"Harris, Gleason and Medhurst",XX-25746,Hat,12,42.78,513.36,2014-06-04T01:21:33.000000
943137,Walter-Witting,HX-24728,Hat,17,24.41,414.97,2013-11-21T04:37:41.000000
487807,"Osinski, Littel and Bartoletti",XX-25746,Hat,4,31.25,125.0,2014-05-06T14:18:58.000000
335539,Price Group,HX-24728,Hat,3,91.77,275.31,2014-04-28T07:50:05.000000
722921,Thompson-Gislason,XX-25746,Hat,6,90.73,544.38,2014-03-07T03:00:31.000000
403847,Ankunding-McCullough,FT-50146,Sweater,2,66.15,132.3,2014-04-14T12:10:06.000000
576212,Feest Ltd,LK-02338,Sweater,5,47.18,235.9,2014-08-02T18:22:53.000000
200079,Cruickshank-Hamill,IC-59308,Socks,8,99.08,792.64,2014-04-10T13:59:44.000000
365614,"Kertzmann, Hodkiewicz and Kohler",XX-25746,Hat,20,53.87,1077.4,2013-12-28T09:40:26.000000
434955,Ledner-Kling,HX-24728,Hat,6,73.81,442.86,2014-03-13T02:18:30.000000
317998,"Wilderman, Stamm and Kshlerin",RU-25060,Sweater,12,84.47,1013.64,2014-06-08T17:04:40.000000
573320,Hickle Ltd,ZC-07383,Sweater,8,46.52,372.16,2014-03-10T18:40:33.000000
495855,Green-Koss,IC-59308,Socks,2,98.53,197.06,2013-12-20T11:49:52.000000
558940,Klocko Inc,XX-25746,Hat,16,47.06,752.96,2013-11-29T06:42:12.000000
356187,"Stanton, Hills and Rolfson",FT-50146,Sweater,4,37.27,149.08,2014-02-23T04:44:14.000000
464129,Ryan PLC,QS-76400,Sweater,3,24.32,72.96,2014-08-16T01:12:24.000000
161076,"Wiegand, Boyle and Oberbrunner",AE-95093,Socks,13,90.23,1172.99,2013-12-30T13:47:45.000000
233895,Gleason-Cremin,ZC-07383,Sweater,2,19.69,39.38,2014-07-22T12:03:32.000000
430911,Abbott PLC,IC-59308,Socks,19,39.76,755.44,2014-03-18T16:11:54.000000
931007,"Will, Schamberger and Wehner",HX-24728,Hat,11,46.97,516.67,2014-05-04T16:34:45.000000
178061,"Howe, Schneider and Herzog",RU-25060,Sweater,11,15.3,168.3,2014-05-28T12:17:10.000000
428801,Koepp-Ritchie,XX-25746,Hat,17,75.66,1286.22,2014-09-22T07:56:56.000000
223706,"Gusikowski, Friesen and Walter",IC-59308,Socks,1,68.69,68.69,2014-04-04T23:36:59.000000
143282,Skiles LLC,RU-25060,Sweater,9,42.43,381.87,2014-07-21T15:40:42.000000
579994,Weissnat Group,LK-02338,Sweater,10,82.59,825.9,2014-09-30T02:22:08.000000
477416,Rempel Ltd,AE-95093,Socks,10,18.62,186.2,2014-05-26T13:29:38.000000
223656,Hoeger-Emard,RU-25060,Sweater,1,18.24,18.24,2014-05-18T17:36:13.000000
550786,Maggio Ltd,QS-76400,Sweater,14,78.59,1100.26,2014-09-07T00:41:00.000000
723940,Nitzsche Group,IC-59308,Socks,11,82.37,906.07,2013-12-16T16:35:13.000000
485244,Durgan Ltd,AE-95093,Socks,20,97.93,1958.6,2014-04-23T21:53:55.000000
40995,"McLaughlin, McKenzie and Kulas",HX-24728,Hat,12,14.5,174.0,2014-03-26T08:43:01.000000
245156,Herzog-Homenick,AE-95093,Socks,15,70.08,1051.2,2013-12-11T16:26:02.000000
271303,Effertz-Hoppe,IC-59308,Socks,1,29.55,29.55,2014-03-07T19:43:32.000000
265759,Lockman-Trantow,RU-25060,Sweater,19,67.74,1287.06,2014-01-31T15:24:24.000000
434955,Ledner-Kling,RU-25060,Sweater,11,85.05,935.55,2014-08-16T03:48:01.000000
161076,"Wiegand, Boyle and Oberbrunner",AE-95093,Socks,9,22.48,202.32,2014-05-28T02:36:43.000000
327782,Wiegand-Reynolds,RU-25060,Sweater,16,65.59,1049.44,2014-01-21T06:35:59.000000
556347,"O'Connell, Huel and Kunde",LK-02338,Sweater,2,58.27,116.54,2013-10-09T07:16:08.000000
131776,Kuvalis Inc,RU-25060,Sweater,6,19.56,117.36,2013-11-24T06:16:00.000000
944406,Borer Inc,AE-95093,Socks,16,51.46,823.36,2014-07-19T21:54:20.000000
705775,Wilderman Group,RU-25060,Sweater,12,68.76,825.12,2014-09-26T00:40:26.000000
5971,Rogahn-Towne,LK-02338,Sweater,4,35.68,142.72,2014-04-26T14:53:49.000000
119756,"Paucek, Schmeler and Runte",AE-95093,Socks,11,55.05,605.55,2014-02-04T12:43:21.000000
290386,Kreiger-O'Connell,HX-24728,Hat,3,72.55,217.65,2014-09-18T01:08:20.000000
192686,Walter Inc,IC-59308,Socks,4,95.98,383.92,2014-03-05T06:03:36.000000
216813,Mraz and Sons,RU-25060,Sweater,17,42.94,729.98,2014-04-20T06:28:03.000000
985991,"Kuvalis, Beahan and Turcotte",IC-59308,Socks,7,11.97,83.79,2014-06-27T20:13:10.000000
302621,Cole Group,QS-76400,Sweater,13,98.76,1283.88,2014-01-05T13:33:10.000000
894083,Kiehn-Mueller,LK-02338,Sweater,12,94.56,1134.72,2014-04-04T23:07:26.000000
750871,Cremin PLC,LK-02338,Sweater,12,97.82,1173.84,2014-05-28T20:02:04.000000
369229,Bartell-Kulas,IC-59308,Socks,3,72.86,218.58,2014-06-09T19:11:06.000000
705775,Wilderman Group,XX-25746,Hat,20,87.45,1749.0,2014-07-21T14:35:52.000000
606621,"Stokes, Stokes and Berge",RU-25060,Sweater,7,72.84,509.88,2014-03-21T18:27:36.000000
442413,"Schmeler, Greenholt and Pagac",XX-25746,Hat,5,46.5,232.5,2014-07-15T00:55:28.000000
633249,"Willms, Osinski and Reinger",AE-95093,Socks,2,39.37,78.74,2014-08-03T00:20:26.000000
405492,"Langosh, Schamberger and Grimes",RU-25060,Sweater,19,79.21,1504.99,2013-12-31T23:03:41.000000
230649,Willms-Ankunding,LK-02338,Sweater,9,98.94,890.46,2014-09-29T20:28:01.000000
947492,Ryan LLC,IC-59308,Socks,13,30.58,397.54,2014-07-28T04:57:13.000000
870007,"Gerhold, Denesik and Casper",RU-25060,Sweater,5,37.58,187.9,2014-01-09T09:39:13.000000
823932,"Johns, Hermann and Wolf",QS-76400,Sweater,12,63.35,760.2,2014-01-22T09:20:45.000000
494896,Luettgen-Johns,LK-02338,Sweater,9,34.13,307.17,2014-01-06T14:32:09.000000
166245,Dietrich LLC,QS-76400,Sweater,15,19.65,294.75,2014-07-20T01:39:26.000000
873289,Cartwright and Sons,LK-02338,Sweater,16,22.89,366.24,2013-10-09T01:27:15.000000
119873,"Hane, Goldner and Deckow",IC-59308,Socks,7,26.33,184.31,2014-08-11T17:07:45.000000
88948,Schulist-Stokes,HX-24728,Hat,15,64.6,969.0,2014-02-17T18:52:36.000000
172247,"Mosciski, Hansen and Grant",RU-25060,Sweater,12,13.96,167.52,2014-02-11T23:45:31.000000
788202,"Hahn, Beahan and Heidenreich",ZC-07383,Sweater,8,94.2,753.6,2014-08-17T09:57:38.000000
556347,"O'Connell, Huel and Kunde",HX-24728,Hat,11,92.95,1022.45,2014-04-25T04:51:16.000000
464129,Ryan PLC,IC-59308,Socks,8,76.22,609.76,2014-08-18T21:50:01.000000
678977,Klocko Group,QS-76400,Sweater,12,20.48,245.76,2014-08-30T06:06:22.000000
269278,Luettgen-Ritchie,IC-59308,Socks,12,20.57,246.84,2014-02-18T08:52:02.000000
726447,"Lemke, Wolff and Baumbach",QS-76400,Sweater,11,63.33,696.63,2014-04-26T23:48:15.000000
947492,Ryan LLC,QS-76400,Sweater,14,38.41,537.74,2013-10-01T02:57:18.000000
740191,Wiza-Langworth,GS-95639,Socks,17,39.41,669.97,2014-06-23T18:35:15.000000
761873,"Lesch, Von and Dooley",AE-95093,Socks,13,50.33,654.29,2014-08-05T10:43:12.000000
512596,Muller Ltd,RU-25060,Sweater,12,28.37,340.44,2014-07-24T07:24:13.000000
555816,Bergnaum-Jerde,GS-95639,Socks,11,41.01,451.11,2014-06-30T20:36:51.000000
284002,Glover-Reilly,LK-02338,Sweater,1,62.52,62.52,2013-10-24T06:08:07.000000
106225,Padberg-Borer,ZC-07383,Sweater,3,51.25,153.75,2014-01-06T03:01:13.000000
880448,Pfeffer Group,AE-95093,Socks,13,95.24,1238.12,2014-05-13T23:38:06.000000
460436,Baumbach LLC,XX-25746,Hat,2,39.17,78.34,2013-10-29T14:33:23.000000
668727,Schaden and Sons,IC-59308,Socks,8,50.22,401.76,2013-10-25T17:43:22.000000
261065,Mosciski-White,QS-76400,Sweater,5,69.1,345.5,2014-09-13T08:50:31.000000
957040,"Bernhard, Price and Bogan",FT-50146,Sweater,5,17.18,85.9,2014-04-28T08:40:48.000000
349982,"Miller, Bechtelar and Haley",RU-25060,Sweater,5,44.27,221.35,2014-04-24T10:44:46.000000
897322,"Hilll, Schultz and Braun",LK-02338,Sweater,20,37.46,749.2,2013-12-15T21:27:53.000000
211786,"Altenwerth, Stokes and Paucek",RU-25060,Sweater,13,64.87,843.31,2014-06-25T07:38:43.000000
406764,"VonRueden, Ritchie and Reilly",AE-95093,Socks,14,50.48,706.72,2014-05-17T03:38:57.000000
370320,Hansen Inc,AE-95093,Socks,6,94.32,565.92,2014-09-25T03:08:10.000000
989350,Lang Ltd,ZC-07383,Sweater,17,18.68,317.56,2014-08-06T07:05:58.000000
936362,Goodwin Group,HX-24728,Hat,12,71.76,861.12,2014-07-30T02:08:07.000000
510820,Fritsch Group,LK-02338,Sweater,20,37.25,745.0,2014-05-05T20:34:18.000000
4450,Beier-Bosco,FT-50146,Sweater,13,73.24,952.12,2013-10-15T13:03:17.000000
767440,"Bahringer, Okuneva and Legros",XX-25746,Hat,19,44.64,848.16,2013-12-26T20:08:13.000000
849296,"Lakin, Welch and Bahringer",ZC-07383,Sweater,7,57.71,403.97,2014-09-23T03:51:42.000000
117149,"Koepp, Witting and Collier",FT-50146,Sweater,14,89.22,1249.08,2013-12-16T02:41:48.000000
88948,Schulist-Stokes,FT-50146,Sweater,6,68.64,411.84,2014-02-04T04:11:54.000000
821542,Heaney-Hilll,GS-95639,Socks,14,69.96,979.44,2013-10-29T04:38:47.000000
304649,"Kutch, Sauer and Block",GS-95639,Socks,13,37.91,492.83,2013-11-19T02:27:59.000000
626759,"Stracke, Lemke and Gutkowski",HX-24728,Hat,19,35.53,675.07,2014-02-24T05:47:37.000000
186272,Kuhn Inc,AE-95093,Socks,2,51.94,103.88,2014-08-14T19:13:31.000000
385821,Block-Sporer,IC-59308,Socks,16,72.23,1155.68,2014-05-04T21:47:29.000000
602985,"Raynor, Bartell and Jakubowski",HX-24728,Hat,12,83.38,1000.56,2014-05-09T17:21:33.000000
88092,"Spinka, Morissette and Schinner",QS-76400,Sweater,19,11.1,210.9,2014-08-04T13:12:58.000000
727064,"Bashirian, Beier and Watsica",LK-02338,Sweater,15,91.25,1368.75,2014-09-06T07:42:48.000000
192300,"Wiza, Schneider and Parker",HX-24728,Hat,16,89.84,1437.44,2014-08-23T19:09:22.000000
549959,Bartoletti-Schiller,QS-76400,Sweater,17,11.2,190.4,2013-11-17T05:51:45.000000
294664,"Roob, Barton and Kozey",FT-50146,Sweater,13,32.31,420.03,2014-03-28T13:05:30.000000
582127,Mann-Schmitt,ZC-07383,Sweater,3,44.93,134.79,2014-05-26T01:57:51.000000
729939,Breitenberg-Hoppe,LK-02338,Sweater,5,13.73,68.65,2014-07-27T11:01:12.000000
809391,"Murphy, Pfannerstill and Mann",GS-95639,Socks,20,39.29,785.8,2014-07-11T08:26:48.000000
444226,"O'Conner, Hegmann and Harris",IC-59308,Socks,16,46.75,748.0,2014-08-16T13:08:57.000000
549959,Bartoletti-Schiller,RU-25060,Sweater,4,60.19,240.76,2014-04-12T14:30:50.000000
457328,"Mante, Emmerich and Hirthe",FT-50146,Sweater,10,29.92,299.2,2014-08-26T04:20:57.000000
892834,"Bode, Greenholt and Lang",XX-25746,Hat,7,14.43,101.01,2014-08-10T00:15:06.000000
767440,"Bahringer, Okuneva and Legros",ZC-07383,Sweater,8,87.78,702.24,2014-05-14T12:01:30.000000
137198,"VonRueden, Wiza and Balistreri",ZC-07383,Sweater,7,48.36,338.52,2014-08-24T19:21:17.000000
513751,Huel Ltd,IC-59308,Socks,19,63.14,1199.66,2014-06-09T19:48:55.000000
163875,"McDermott, Gerlach and Bechtelar",XX-25746,Hat,3,62.56,187.68,2014-06-11T05:54:31.000000
874075,Howe Group,QS-76400,Sweater,15,16.96,254.4,2014-04-07T04:11:52.000000
82858,Maggio-Feest,GS-95639,Socks,1,16.98,16.98,2013-12-01T23:28:12.000000
307063,"Moen, Bernier and Kuhlman",RU-25060,Sweater,10,78.02,780.2,2013-10-20T11:16:53.000000
566221,Batz Ltd,RU-25060,Sweater,11,24.75,272.25,2013-10-14T16:05:43.000000
479110,Kilback-Hettinger,GS-95639,Socks,17,43.03,731.51,2014-04-19T06:04:36.000000
104311,"Emard, King and Hammes",ZC-07383,Sweater,16,27.98,447.68,2014-04-22T11:58:45.000000
113288,Kuphal-Treutel,LK-02338,Sweater,11,18.46,203.06,2013-12-01T14:36:45.000000
617298,Spencer and Sons,QS-76400,Sweater,18,55.82,1004.76,2013-11-24T04:30:49.000000
534393,Heathcote-Schaden,FT-50146,Sweater,17,52.48,892.16,2013-12-22T17:02:37.000000
881909,Ratke-Mitchell,HX-24728,Hat,4,52.44,209.76,2013-10-13T02:17:59.000000
402109,"Legros, Dare and Denesik",IC-59308,Socks,11,54.16,595.76,2014-02-21T20:59:45.000000
192686,Walter Inc,IC-59308,Socks,20,15.5,310.0,2014-08-24T16:17:18.000000
94413,Watsica-Shanahan,QS-76400,Sweater,12,88.83,1065.96,2013-11-18T06:30:15.000000
355459,Rosenbaum Ltd,XX-25746,Hat,8,96.71,773.68,2014-04-30T07:36:56.000000
137335,Jacobi Group,ZC-07383,Sweater,3,78.2,234.6,2013-11-23T01:39:14.000000
304389,Dickinson-McGlynn,FT-50146,Sweater,17,29.4,499.8,2014-08-20T23:06:32.000000
950739,Ward LLC,ZC-07383,Sweater,3,82.71,248.13,2013-12-29T11:36:39.000000
292165,Luettgen PLC,HX-24728,Hat,10,95.32,953.2,2014-01-06T15:04:35.000000
314575,"Mraz, Romaguera and Schiller",XX-25746,Hat,10,11.61,116.1,2014-04-10T09:32:38.000000
433327,Zulauf-Will,IC-59308,Socks,20,62.34,1246.8,2014-06-07T21:09:16.000000
38289,D'Amore PLC,GS-95639,Socks,9,95.93,863.37,2014-07-06T11:12:10.000000
372790,Wyman-Hills,FT-50146,Sweater,14,17.25,241.5,2013-10-24T11:10:18.000000
369229,Bartell-Kulas,ZC-07383,Sweater,4,32.92,131.68,2014-02-13T04:56:25.000000
485087,Willms Group,LK-02338,Sweater,7,35.8,250.6,2014-03-29T11:29:02.000000
729279,Hintz-Wilkinson,QS-76400,Sweater,7,17.19,120.33,2014-05-29T09:07:25.000000
218356,Bergnaum-Green,ZC-07383,Sweater,15,74.04,1110.6,2014-08-12T02:11:18.000000
911360,"Fisher, Wuckert and Smitham",GS-95639,Socks,13,14.35,186.55,2014-02-14T18:54:41.000000
578306,Friesen-Yost,LK-02338,Sweater,20,57.89,1157.8,2013-10-21T13:26:32.000000
989253,Jacobson-Rohan,QS-76400,Sweater,3,85.92,257.76,2014-01-14T07:36:11.000000
751711,"Roberts, Carter and Homenick",AE-95093,Socks,4,22.8,91.2,2014-04-17T07:33:05.000000
622744,Nader Group,GS-95639,Socks,11,20.74,228.14,2013-12-29T09:55:55.000000
166245,Dietrich LLC,QS-76400,Sweater,20,93.93,1878.6,2014-05-03T19:47:19.000000
90421,Kshlerin Inc,IC-59308,Socks,6,95.97,575.82,2013-11-17T15:01:56.000000
659158,Swift-Okuneva,HX-24728,Hat,12,26.47,317.64,2014-02-04T13:32:51.000000
865754,"Nader, Funk and Dooley",IC-59308,Socks,4,89.8,359.2,2014-01-10T14:21:58.000000
516157,Kuhn-Crist,HX-24728,Hat,2,53.66,107.32,2013-11-20T08:41:19.000000
379241,Williamson PLC,RU-25060,Sweater,10,86.84,868.4,2014-03-01T06:36:48.000000
597068,Spencer-Watsica,ZC-07383,Sweater,18,90.6,1630.8,2014-01-30T01:27:13.000000
618390,"Purdy, Fay and Bechtelar",LK-02338,Sweater,7,59.57,416.99,2014-04-16T13:09:42.000000
78536,"Effertz, Stroman and Stroman",IC-59308,Socks,6,87.92,527.52,2013-11-28T09:43:31.000000
527078,Kuvalis-Roberts,GS-95639,Socks,13,23.2,301.6,2013-11-10T06:50:36.000000
399553,Ortiz-Jenkins,IC-59308,Socks,1,60.78,60.78,2014-07-15T05:09:47.000000
84372,Mitchell Ltd,IC-59308,Socks,16,45.95,735.2,2013-12-28T16:53:32.000000
642109,Baumbach Group,RU-25060,Sweater,10,13.35,133.5,2014-01-14T14:50:04.000000
190186,"Barton, Hermiston and McGlynn",ZC-07383,Sweater,5,21.45,107.25,2014-09-21T02:49:42.000000
282942,Schinner Group,ZC-07383,Sweater,3,86.57,259.71,2014-04-03T18:50:51.000000
624633,"Emmerich, Torp and Carter",ZC-07383,Sweater,20,26.1,522.0,2014-02-25T09:34:21.000000
399401,"Schneider, Kreiger and Hahn",XX-25746,Hat,3,81.02,243.06,2013-12-26T23:54:50.000000
480392,Batz Inc,FT-50146,Sweater,17,62.94,1069.98,2014-09-22T22:36:41.000000
173693,Halvorson PLC,LK-02338,Sweater,12,44.89,538.68,2014-03-04T18:07:48.000000
527078,Kuvalis-Roberts,XX-25746,Hat,19,42.06,799.14,2014-03-16T17:50:20.000000
473322,Schuppe-Frami,QS-76400,Sweater,10,30.8,308.0,2014-08-19T15:16:52.000000
469033,"Pfeffer, Rice and Blick",IC-59308,Socks,4,49.97,199.88,2014-08-11T20:09:08.000000
910803,Kling Inc,LK-02338,Sweater,20,64.95,1299.0,2013-10-26T10:34:23.000000
50180,Legros-Larson,XX-25746,Hat,17,91.37,1553.29,2014-09-01T12:18:52.000000
954888,"Douglas, Monahan and Beier",XX-25746,Hat,19,83.99,1595.81,2014-02-27T04:19:18.000000
438999,Kozey Ltd,AE-95093,Socks,7,12.21,85.47,2014-01-23T22:06:10.000000
294215,Sipes-Beier,LK-02338,Sweater,14,55.69,779.66,2014-03-23T07:16:07.000000
551913,Goyette Group,ZC-07383,Sweater,18,56.62,1019.16,2014-01-22T08:35:02.000000
104535,Kling and Sons,GS-95639,Socks,20,19.24,384.8,2014-02-08T01:04:31.000000
12788,Hintz Ltd,AE-95093,Socks,20,84.61,1692.2,2013-10-04T00:18:33.000000
435433,Morissette-Heathcote,FT-50146,Sweater,19,11.23,213.37,2014-07-04T01:46:22.000000
837097,"Kihn, Emard and Goldner",LK-02338,Sweater,11,48.61,534.71,2014-06-03T01:20:30.000000
957458,Tromp Ltd,ZC-07383,Sweater,8,93.75,750.0,2014-09-16T21:53:48.000000
643569,Hahn-Mante,IC-59308,Socks,19,58.73,1115.87,2013-12-15T18:39:17.000000
788202,"Hahn, Beahan and Heidenreich",RU-25060,Sweater,2,66.82,133.64,2014-05-25T04:03:00.000000
784213,Okuneva and Sons,FT-50146,Sweater,12,62.79,753.48,2014-04-17T00:12:02.000000
36173,Stehr PLC,FT-50146,Sweater,13,84.14,1093.82,2014-05-01T12:28:29.000000
357988,Dietrich-Krajcik,AE-95093,Socks,5,46.7,233.5,2014-09-21T16:45:49.000000
386739,"Schmidt, Crona and Kilback",HX-24728,Hat,7,90.84,635.88,2014-04-21T20:10:30.000000
926359,Herman Ltd,ZC-07383,Sweater,15,15.17,227.55,2014-04-22T12:26:23.000000
441354,"Kreiger, Johnson and Conn",ZC-07383,Sweater,10,19.28,192.8,2014-05-27T04:01:47.000000
837097,"Kihn, Emard and Goldner",ZC-07383,Sweater,7,52.42,366.94,2014-06-23T12:17:12.000000
173693,Halvorson PLC,AE-95093,Socks,6,17.7,106.2,2014-04-03T14:43:36.000000
23156,Kuhn and Sons,XX-25746,Hat,11,40.36,443.96,2013-11-15T20:01:28.000000
261065,Mosciski-White,QS-76400,Sweater,1,81.8,81.8,2014-05-06T14:54:39.000000
153048,"Kirlin, Jenkins and Crooks",AE-95093,Socks,17,67.42,1146.14,2014-06-11T15:25:55.000000
65514,Dicki Ltd,GS-95639,Socks,18,55.8,1004.4,2014-06-10T09:37:40.000000
351680,"Sanford, Mitchell and Nienow",QS-76400,Sweater,15,56.99,854.85,2014-03-29T03:53:53.000000
111287,"Yundt, Lesch and Smith",AE-95093,Socks,1,25.6,25.6,2013-11-04T11:54:23.000000
650916,McLaughlin PLC,IC-59308,Socks,9,70.31,632.79,2014-01-19T09:35:22.000000
789781,"Pfeffer, Spinka and Hilll",FT-50146,Sweater,15,31.88,478.2,2014-06-02T06:53:39.000000
995788,Feil and Sons,FT-50146,Sweater,8,67.64,541.12,2014-04-16T11:16:43.000000
455768,Sawayn-Treutel,GS-95639,Socks,5,30.22,151.1,2013-10-01T14:08:34.000000
826437,Halvorson and Sons,AE-95093,Socks,9,66.09,594.81,2013-11-10T20:02:13.000000
706364,Conn-Schumm,XX-25746,Hat,7,82.65,578.55,2014-07-10T11:22:24.000000
860172,Abshire LLC,GS-95639,Socks,2,45.17,90.34,2013-10-27T09:48:10.000000
304798,Jerde-Schinner,AE-95093,Socks,19,64.86,1232.34,2014-01-22T23:58:19.000000
485656,"Cremin, Bayer and Abernathy",RU-25060,Sweater,9,77.31,695.79,2013-11-20T02:54:02.000000
319932,Brakus-Lockman,QS-76400,Sweater,11,93.95,1033.45,2014-08-19T12:22:24.000000
166100,Bruen-Batz,AE-95093,Socks,20,75.69,1513.8,2014-05-08T21:38:10.000000
897322,"Hilll, Schultz and Braun",ZC-07383,Sweater,13,59.73,776.49,2014-05-15T14:38:35.000000
976357,"Durgan, Larkin and Stark",AE-95093,Socks,10,10.82,108.2,2014-03-20T11:32:35.000000
378288,Cronin PLC,XX-25746,Hat,16,73.91,1182.56,2014-01-16T04:16:01.000000
112088,Schoen-Sawayn,RU-25060,Sweater,10,10.67,106.7,2014-06-01T04:45:51.000000
18941,"Lemke, Green and Barrows",FT-50146,Sweater,13,39.78,517.14,2014-05-05T03:40:02.000000
406764,"VonRueden, Ritchie and Reilly",IC-59308,Socks,18,49.93,898.74,2013-10-28T10:28:31.000000
648900,Lind-Spencer,XX-25746,Hat,2,96.89,193.78,2014-09-26T11:07:00.000000
954905,Heaney and Sons,XX-25746,Hat,10,13.57,135.7,2013-11-15T18:16:21.000000
788245,"Sipes, Stehr and Pacocha",XX-25746,Hat,12,44.17,530.04,2014-08-07T23:44:41.000000
401524,Rolfson PLC,IC-59308,Socks,8,43.75,350.0,2014-07-07T10:14:02.000000
805448,Konopelski-Adams,GS-95639,Socks,12,24.08,288.96,2014-07-24T12:46:17.000000
811740,"Walker, Botsford and Price",RU-25060,Sweater,1,60.14,60.14,2014-05-21T14:02:58.000000
404045,Stark-Swaniawski,ZC-07383,Sweater,3,43.91,131.73,2014-08-13T09:00:40.000000
210440,Reynolds Inc,LK-02338,Sweater,20,23.96,479.2,2014-06-06T06:45:38.000000
679536,"Schuppe, Zulauf and Romaguera",FT-50146,Sweater,15,44.01,660.15,2014-03-12T20:18:24.000000
667866,Bradtke LLC,QS-76400,Sweater,12,81.02,972.24,2014-02-20T14:22:36.000000
784608,Smith-Hauck,QS-76400,Sweater,11,83.58,919.38,2013-11-26T05:10:44.000000
680569,"Cummerata, Ryan and Moen",FT-50146,Sweater,9,79.55,715.95,2014-09-15T10:10:25.000000
776377,Lang Ltd,IC-59308,Socks,14,30.08,421.12,2014-04-04T21:52:54.000000
628246,Monahan Ltd,GS-95639,Socks,6,42.09,252.54,2014-09-01T07:35:10.000000
918478,"Lowe, Hamill and Cummings",LK-02338,Sweater,5,73.15,365.75,2013-11-09T06:11:36.000000
200482,Nicolas-Bradtke,QS-76400,Sweater,19,63.41,1204.79,2013-11-17T17:17:08.000000
983806,Pagac-Wiza,LK-02338,Sweater,19,88.95,1690.05,2013-12-09T15:10:55.000000
892839,Donnelly-Okuneva,IC-59308,Socks,11,65.77,723.47,2014-07-09T03:19:56.000000
606477,"Hilpert, Witting and McDermott",QS-76400,Sweater,9,53.21,478.89,2014-06-19T17:33:37.000000
365201,Lesch Ltd,XX-25746,Hat,10,91.14,911.4,2013-12-18T14:58:49.000000
151344,Marks PLC,GS-95639,Socks,8,38.84,310.72,2014-06-08T14:44:27.000000
492837,"Hamill, Bailey and Schamberger",GS-95639,Socks,8,29.93,239.44,2014-08-22T02:16:20.000000
587273,"Yost, Greenfelder and Stroman",RU-25060,Sweater,3,62.14,186.42,2014-06-04T09:18:14.000000
210721,Mills PLC,FT-50146,Sweater,14,40.86,572.04,2014-05-06T16:16:19.000000
47631,"Leannon, Bogan and Barton",AE-95093,Socks,16,18.29,292.64,2014-01-07T06:19:04.000000
196812,"Grimes, Daugherty and Hegmann",FT-50146,Sweater,8,66.73,533.84,2013-10-26T20:19:30.000000
572479,Tillman LLC,AE-95093,Socks,16,43.62,697.92,2014-08-01T02:56:42.000000
223656,Hoeger-Emard,IC-59308,Socks,12,22.1,265.2,2014-01-15T12:42:35.000000
304649,"Kutch, Sauer and Block",LK-02338,Sweater,6,90.54,543.24,2013-09-30T19:50:39.000000
896864,"Johns, Herman and Prosacco",IC-59308,Socks,6,72.32,433.92,2014-03-24T04:36:26.000000
11540,Schulist Group,LK-02338,Sweater,11,50.75,558.25,2013-11-03T01:23:06.000000
819480,"Ebert, Satterfield and Kautzer",RU-25060,Sweater,6,31.92,191.52,2014-04-18T16:06:52.000000
876911,"Schuster, Jones and Kohler",FT-50146,Sweater,5,38.23,191.15,2014-01-15T20:40:19.000000
651033,Rice Ltd,XX-25746,Hat,6,20.46,122.76,2013-12-12T13:10:24.000000
830285,"Spinka, Nienow and Christiansen",QS-76400,Sweater,11,23.36,256.96,2014-09-28T16:01:29.000000
795299,"King, DuBuque and Gorczany",XX-25746,Hat,10,19.34,193.4,2013-12-03T11:57:01.000000
760541,Gleichner-Greenholt,XX-25746,Hat,19,30.1,571.9,2014-02-15T10:54:33.000000
760541,Gleichner-Greenholt,ZC-07383,Sweater,4,40.0,160.0,2014-04-06T06:38:18.000000
4450,Beier-Bosco,IC-59308,Socks,20,17.25,345.0,2014-01-25T01:21:00.000000
510,"Rogahn, Pouros and Carter",IC-59308,Socks,16,30.14,482.24,2014-08-28T02:52:45.000000
345308,Hirthe LLC,RU-25060,Sweater,11,57.76,635.36,2014-09-13T15:24:50.000000
789704,"Sporer, Hickle and Steuber",ZC-07383,Sweater,2,72.34,144.68,2014-05-26T07:40:41.000000
399218,Kulas-Bernhard,QS-76400,Sweater,4,47.55,190.2,2014-08-23T04:23:28.000000
343481,Mills Inc,ZC-07383,Sweater,2,82.77,165.54,2013-10-17T12:46:24.000000
838999,Runolfsson-Bernier,ZC-07383,Sweater,2,79.45,158.9,2014-01-15T06:02:58.000000
973000,"Kemmer, Stroman and Emard",LK-02338,Sweater,10,67.08,670.8,2014-07-25T00:41:16.000000
539788,"Lindgren, Bergnaum and Bosco",HX-24728,Hat,1,18.33,18.33,2014-02-14T01:29:32.000000
134966,Weimann-Parisian,IC-59308,Socks,6,85.12,510.72,2014-04-27T03:37:28.000000
218356,Bergnaum-Green,AE-95093,Socks,1,71.4,71.4,2014-06-21T06:57:28.000000
166594,"Jacobs, Stiedemann and Beatty",XX-25746,Hat,17,16.21,275.57,2013-12-26T13:44:03.000000
772462,Fritsch-Bernhard,ZC-07383,Sweater,12,88.33,1059.96,2013-11-22T15:05:24.000000
